Date Recorded,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Longitude,Latitude
2021-07-23,2020,Hartford,133 OAKLAND TER,71552.0,230578.0,0.310315815,Residential,Three Family,-72.69373,41.78313
2021-07-09,2020,Berlin,286 ROBBINS RD,157200.0,174500.0,0.9008,Residential,Single Family,-72.77295,41.62486
2021-05-10,2020,Mansfield,72 MANSFIELD CITY RD,91800.0,203000.0,0.4522,Residential,Single Family,Unknown,Unknown
2021-04-27,2020,Cornwall,91 CEMETERY HILL RD,154100.0,225000.0,0.6848,Residential,Single Family,Unknown,Unknown
2021-01-21,2020,Lisbon,521 RIVER RD,95810.0,87500.0,1.094971429,Residential,Single Family,-72.02079,41.55712
2021-03-11,2020,Griswold,9 HALEY MEADOW RD,239330.0,365000.0,0.6556,Residential,Single Family,-71.95734,41.62744
2021-05-11,2020,Danbury,27 CROWS NEST LA 6B,106100.0,242000.0,0.4384,Residential,Condo,Unknown,Unknown
2021-08-20,2020,Greenwich,14 BUCKINGHAM LANE,962360.0,1623000.0,0.5929,Residential,Single Family,Unknown,Unknown
2021-01-04,2020,East Windsor,86 WINDSORVILLE RD,77860.0,239000.0,0.3257,Residential,Single Family,Unknown,Unknown
2021-04-27,2020,Danbury,42 JEFFERSON AV,193100.0,375000.0,0.5149,Residential,Two Family,-73.45763,41.38281
2021-04-14,2020,Madison,126 WOODSVALE RD,195600.0,351000.0,0.5572,Residential,Single Family,Unknown,Unknown
2020-10-19,2020,Bethel,6 SAXON ROAD,184380.0,380000.0,0.4852,Residential,Single Family,Unknown,Unknown
2021-03-22,2020,Coventry,142 DALY RD,107300.0,234000.0,0.4585,Residential,Single Family,Unknown,Unknown
2021-05-07,2020,Cheshire,20 MONARCH PL,125060.0,835000.0,0.149772455,Residential,Single Family,Unknown,Unknown
2021-05-05,2020,Enfield,20 ORBIT DR,136430.0,255000.0,0.535,Residential,Single Family,Unknown,Unknown
2020-11-20,2020,Manchester,400 NORTH MAIN STREET,67600.0,102346.0,0.6605,Residential,Condo,Unknown,Unknown
2020-10-01,2020,Avon,10 ARLINGTON DRIVE,392430.0,620000.0,0.6329,Residential,Single Family,Unknown,Unknown
2021-06-03,2020,Avon,17 WALNUT LANE,130400.0,245500.0,0.5311,Residential,Condo,Unknown,Unknown
2002-03-28,2001,Hartford,31 WOODLAND ST UT 8M,32550.0,61900.0,0.525848142,Unknown,Unknown,Unknown,Unknown
2021-03-29,2020,Farmington,1660-15 FARMINGTON AV,55430.0,97350.0,0.5693,Residential,Condo,-72.87426,41.75277
2021-06-29,2020,Avon,18 HERITAGE DRIVE,86240.0,158000.0,0.5458,Residential,Condo,Unknown,Unknown
2021-08-05,2020,Enfield,21 COPPER DR,139440.0,286000.0,0.4875,Residential,Single Family,Unknown,Unknown
2020-10-19,2020,Madison,52 FOREST HILLS DR,371400.0,579000.0,0.6414,Residential,Single Family,-72.57199,41.2843
2021-08-27,2020,Hartford,50 EUCLID ST WEST,57036.0,111000.0,0.5138,Residential,Single Family,-72.69797,41.80596
2021-07-28,2020,Branford,58 BRADLEY ST,292900.0,2425000.0,0.1207,Residential,Two Family,Unknown,Unknown
2021-03-25,2020,Killingworth,34 RUNNING BROOK DRIVE,382370.0,599000.0,0.6383,Residential,Single Family,Unknown,Unknown
2021-04-28,2020,Danbury,94 WOODCREST LA,187000.0,325000.0,0.5753,Residential,Condo,Unknown,Unknown
2021-04-01,2020,Hartford,40 OWEN ST #C2,15085.0,54900.0,0.2747,Residential,Condo,-72.70474,41.76535
2021-04-30,2020,Bristol,15 MARTIN RD,74550.0,157000.0,0.4748,Residential,Single Family,Unknown,Unknown
2021-01-08,2020,Manchester,60 WHITNEY ROAD,89300.0,65000.0,1.373846154,Residential,Single Family,Unknown,Unknown
2021-08-26,2020,Glastonbury,28 TALCOTT RD,163100.0,336000.0,0.4854,Residential,Single Family,Unknown,Unknown
2021-04-20,2020,East Hartford,151 OXFORD DR,88420.0,201000.0,0.4399,Residential,Single Family,-72.62092,41.73739
2020-11-24,2020,Groton,78 NOANK LEDYARD RD,117040.0,284000.0,0.412112676,Residential,Single Family,-71.99864,41.35416
2021-05-03,2020,East Haven,118 MORGAN AVE,382590.0,555000.0,0.6893,Residential,Single Family,-72.89271,41.24358
2021-07-22,2020,Avon,126 COLD SPRING ROAD,281370.0,447500.0,0.6287,Residential,Single Family,-72.88576,41.80026
2021-08-05,2020,Guilford,34 STATE ST,113310.0,222000.0,0.5104,Residential,Single Family,-72.68127,41.28555
2021-08-31,2020,East Windsor,252 SCANTIC RD,152000.0,320000.0,0.475,Residential,Single Family,Unknown,Unknown
2021-04-27,2020,East Hartford,10 WOODSTOCK PL,83980.0,160000.0,0.5248,Residential,Single Family,-72.59501,41.73273
2020-12-28,2020,Manchester,65 ESSEX STREET,60400.0,140000.0,0.4314,Residential,Single Family,-72.53149,41.78023
2021-05-18,2020,Glastonbury,110 FAIRWAY XING,344600.0,616000.0,0.5594,Residential,Single Family,Unknown,Unknown
2020-10-13,2020,Coventry,189 TROWBRIDGE RD,116800.0,208000.0,0.5615,Residential,Single Family,Unknown,Unknown
2021-09-01,2020,Danbury,53 NORTH ST 2,125100.0,155000.0,0.807,Commercial,Unknown,Unknown,Unknown
2021-05-04,2020,Glastonbury,373 GRISWOLD ST,147800.0,270000.0,0.5474,Residential,Single Family,-72.59805,41.7248
2021-03-24,2020,Ansonia,19 JACKSON ST,109000.0,227000.0,0.4801,Residential,Two Family,Unknown,Unknown
2020-10-20,2020,Ansonia,228 PRINDLE AVE,119100.0,221450.0,0.5378,Residential,Single Family,-73.0639,41.33923
2020-11-03,2020,Cromwell,30 FIELD RD,324100.0,556000.0,0.5829,Residential,Single Family,Unknown,Unknown
2021-03-16,2020,Greenwich,157 PUTNAM PARK,54118680.0,450000.0,120.2637333,Residential,Condo,-73.62063,41.03391
2021-03-29,2020,Groton,2266 GOLD STAR HWY,80430.0,175000.0,0.4596,Residential,Condo,Unknown,Unknown
2021-06-25,2020,Greenwich,11 LE GRANDE AVENUE,524930.0,1375000.0,0.3817,Residential,Three Family,Unknown,Unknown
2020-10-05,2020,Danbury,55 MILL PLAIN RD 19-4,129500.0,239900.0,0.5398,Residential,Condo,-73.50371,41.39079
2021-07-01,2020,Franklin,191 BALTIC RD,132270.0,280000.0,0.4723,Residential,Single Family,Unknown,Unknown
2020-11-18,2020,Branford,13 MALTBY ST,285900.0,439000.0,0.6512,Residential,Single Family,Unknown,Unknown
2021-06-01,2020,Danbury,43 MERRIMAC ST,287700.0,532500.0,0.5402,Residential,Two Family,-73.46756,41.38603
2020-12-07,2020,Chester,9 WATER ST,309850.0,210000.0,1.4754,Commercial,Unknown,-72.45001,41.40367
2021-05-03,2020,Goshen,LOT 20  MEADOWCREST SOUTH,89150.0,100000.0,0.8915,Vacant Land,Unknown,Unknown,Unknown
2021-07-12,2020,Killingly,13 ROSEDALE ST,111510.0,145000.0,0.769,Residential,Single Family,Unknown,Unknown
2021-06-29,2020,Manchester,326 WOODBRIDGE STREET,98000.0,200000.0,0.49,Residential,Single Family,Unknown,Unknown
2021-06-23,2020,Bloomfield,15 PATTON ROAD,98350.0,185000.0,0.5316,Residential,Single Family,-72.68825,41.80879
2021-01-20,2020,Greenwich,11 RIVER ROAD UN108,494970.0,680000.0,0.7278,Residential,Condo,-73.5959,41.0344
2021-09-21,2020,Killingly,13 ORANGE ST,106890.0,226000.0,0.4729,Residential,Single Family,-71.89109,41.81226
2020-11-19,2020,East Haddam,130 FALLS RD,101440.0,187000.0,0.5424,Residential,Single Family,-72.4305,41.5132
2021-02-12,2020,Branford,99 TODDS HILL RD,326800.0,530000.0,0.6166,Residential,Single Family,Unknown,Unknown
2021-02-02,2020,Farmington,24 RED STONE WAY,141030.0,220000.0,0.641,Residential,Condo,-72.87551,41.7295
2021-06-28,2020,Hartford,54 TREDEAU ST,93271.0,267000.0,0.3493,Residential,Single Family,Unknown,Unknown
2021-05-05,2020,East Haven,16 HENRY ST,78740.0,196550.0,0.400610532,Residential,Single Family,-72.8688,41.24772
2020-11-24,2020,East Hartford,56 COLUMBUS CIR,135070.0,215000.0,0.6282,Residential,Two Family,-72.62428,41.78509
2020-12-10,2020,East Haddam,75 SALEM RD,196320.0,191000.0,1.027853403,Residential,Single Family,-72.33186,41.49486
2021-02-17,2020,Danbury,5 MAZUR DR,132900.0,239000.0,0.556,Residential,Single Family,-73.4449,41.43532
2021-09-02,2020,Hartford,188 WHITNEY ST,130573.0,318000.0,0.4106,Residential,Three Family,-72.71179,41.77268
2021-09-21,2020,East Haddam,68 MOODUS LEESVILLE RD,102350.0,210000.0,0.4873,Residential,Single Family,Unknown,Unknown
2021-08-10,2020,Farmington,11 VINE HILL RD,417760.0,640000.0,0.6527,Residential,Single Family,-72.80536,41.74056
2021-09-16,2020,Bethany,341 AMITY RD,173250.0,405000.0,0.4277,Residential,Single Family,Unknown,Unknown
2021-07-06,2020,Bristol,365 ALLENTOWN RD UN 11,10850.0,272000.0,0.039889706,Residential,Condo,Unknown,Unknown
2020-11-20,2020,Greenwich,386 RIVERSVILLE ROAD,912380.0,1810000.0,0.504,Residential,Single Family,-73.67556,41.06806
2021-04-05,2020,East Lyme,4 COVE DR,201880.0,391000.0,0.5163,Residential,Two Family,-72.1954,41.33122
2020-10-15,2020,Cheshire,100 SORGHUM MILL DR,257020.0,392000.0,0.6556,Residential,Single Family,Unknown,Unknown
2021-04-12,2020,Granby,9 REED HILL RD,516170.0,729900.0,0.7071,Residential,Single Family,Unknown,Unknown
2021-04-19,2020,Greenwich,17 TAYLOR DRIVE,690690.0,1260000.0,0.5481,Residential,Single Family,-73.60124,41.03785
2020-12-10,2020,Guilford,409 WILLOW RD,380850.0,625000.0,0.6093,Residential,Single Family,-72.66868,41.33292
2021-01-29,2020,Bristol,102 TULIP ST,115360.0,165000.0,0.6991,Residential,Two Family,-72.95682,41.67367
2021-05-26,2020,Hartford,230 CORNWALL  ST,60900.0,125000.0,0.4872,Residential,Two Family,Unknown,Unknown
2021-02-08,2020,Manchester,102 WETHERELL STREET UNIT 14,89200.0,125000.0,0.7136,Residential,Condo,Unknown,Unknown
2021-04-28,2020,East Haven,18 STODDARD RD,126340.0,50000.0,2.5268,Residential,Single Family,Unknown,Unknown
2021-08-24,2020,Branford,4A THIMBLE ISLE,52500.0,125000.0,0.42,Residential,Condo,-72.75622,41.27445
2020-12-18,2020,Hartford,204 CHESHIRE ST,46900.0,207000.0,0.2265,Residential,Single Family,-72.69392,41.73385
2021-06-07,2020,Chaplin,47 NYBERG RD,165200.0,250000.0,0.6608,Residential,Single Family,-72.11052,41.77148
2021-03-25,2020,Danbury,2 FAIRFIELD CT,252300.0,450000.0,0.5606,Residential,Single Family,-73.48412,41.40317
2021-05-26,2020,Killingly,208 WHETSTONE MILLS,39830.0,72000.0,0.5531,Residential,Condo,Unknown,Unknown
2021-08-13,2020,Greenwich,42 ALEXANDER STREET,373310.0,678000.0,0.55060472,Residential,Three Family,-73.6419,41.01612
2021-03-25,2020,Beacon Falls,30 GRUBER ROAD,134570.0,229900.0,0.5853,Residential,Single Family,Unknown,Unknown
2020-10-29,2020,Beacon Falls,8 WOODLAND PATH,0.0,599505.0,0.0,Residential,Condo,Unknown,Unknown
2020-10-08,2020,Bristol,9 LESLIE COURT,94920.0,155000.0,0.6123,Residential,Single Family,Unknown,Unknown
2021-08-31,2020,Enfield,122 CANDLEWOOD,94270.0,215000.0,0.4384,Residential,Condo,Unknown,Unknown
2021-07-21,2020,East Windsor,29 CHURCH ST,146660.0,254500.0,0.5762,Residential,Single Family,Unknown,Unknown
2020-11-25,2020,Bristol,25 HIGH ST,258370.0,307000.0,0.8415,Residential,Two Family,-72.9416,41.67349
2021-06-01,2020,Cromwell,147 SHUNPIKE ROAD,161770.0,285000.0,0.5676,Residential,Single Family,Unknown,Unknown
2021-01-29,2020,Hartford,94 FLATBUSH AVE,69020.0,230000.0,0.3,Residential,Three Family,-72.69753,41.74439
2021-05-24,2020,Hebron,164 BURROWS HILL RD,388070.0,610000.0,0.6361,Residential,Single Family,Unknown,Unknown
2021-05-17,2020,Manchester,53 DEEPWOOD DRIVE,130700.0,245000.0,0.5334,Residential,Single Family,-72.54533,41.77832
2021-07-02,2020,Hartford,95 RUSS ST,85996.0,250000.0,0.3439,Residential,Three Family,-72.68618,41.76144
2021-07-27,2020,Bristol,77 WILLIS ST,115780.0,260000.0,0.4453,Residential,Two Family,-72.93885,41.6654
2021-06-21,2020,Branford,13 GROVE CT,57000.0,117900.0,0.4834,Residential,Condo,Unknown,Unknown
2021-04-01,2020,Farmington,41 WELLINGTON DR,64550.0,112000.0,0.5763,Residential,Condo,-72.84024,41.71119
2020-10-02,2020,Farmington,77 HAROLD RD,206110.0,330000.0,0.6245,Residential,Single Family,Unknown,Unknown
2021-07-01,2020,East Haven,30 PROSPECT PL EXT,226220.0,450000.0,0.5027,Residential,Two Family,-72.87565,41.26608
2021-03-10,2020,Enfield,1 KNOLLWOOD CIR,180050.0,300000.0,0.6001,Residential,Condo,-72.5183,41.98116
2020-10-06,2020,Coventry,34 FARMSTEAD LN,288800.0,400000.0,0.722,Residential,Single Family,-72.31259,41.78781
2021-08-25,2020,Bethel,21 KINGSWOOD DRIVE,181020.0,365000.0,0.4959,Residential,Condo,Unknown,Unknown
2021-04-01,2020,Manchester,24 NORMAN STREET,132800.0,240000.0,0.5533,Residential,Two Family,-72.50906,41.76846
2021-07-07,2020,Bristol,23 HURLEY HILL RD,101290.0,175000.0,0.5788,Residential,Single Family,-72.92605,41.67228
2021-08-25,2020,Berlin,196 PATTERSON WAY,157100.0,320000.0,0.4909375,Residential,Single Family,Unknown,Unknown
2021-05-26,2020,Berlin,94 HICKORY HILL RD,218000.0,341000.0,0.6392,Residential,Single Family,-72.78518,41.63972
2021-05-05,2020,Branford,4 HAMPTON PARK,109300.0,230000.0,0.4752,Residential,Condo,Unknown,Unknown
2021-01-11,2020,Goshen,WL294 ASHLEY DRIVE,71060.0,65000.0,1.0932,Vacant Land,Unknown,Unknown,Unknown
2021-08-26,2020,East Hartford,132 RISLEY ST,79360.0,165000.0,0.4809,Residential,Single Family,Unknown,Unknown
2020-11-05,2020,Madison,5 MADRINA LN,190100.0,330000.0,0.576,Residential,Single Family,Unknown,Unknown
2020-12-04,2020,Glastonbury,247-249 HUBBARD ST,280300.0,380000.0,0.7376,Apartments,Unknown,Unknown,Unknown
2020-11-03,2020,Cheshire,13 COPPER VALLEY CT,417820.0,601050.0,0.6951,Residential,Single Family,-72.88064,41.53256
2020-12-22,2020,Danbury,21 OHEHYAHTAH PL,22400.0,100000.0,0.224,Vacant Land,Unknown,Unknown,Unknown
2021-02-25,2020,Darien,11 SEARLES ROAD,1658650.0,2050000.0,0.809,Residential,Single Family,-73.44992,41.06728
2020-10-29,2020,Cromwell,38 FAWN RUN,312410.0,443000.0,0.7052,Residential,Single Family,-72.70738,41.62814
2021-08-26,2020,Greenwich,31 MARK ROAD,915110.0,1458000.0,0.6276,Residential,Single Family,-73.57505,41.0462
2021-05-25,2020,Essex,45 WEST HILLS RD,242300.0,459900.0,0.5268,Residential,Single Family,-72.43299,41.35296
2021-06-30,2020,Greenwich,18 CANDLELIGHT,871010.0,2100000.0,0.4147,Residential,Single Family,-73.65676,40.9939
2021-08-13,2020,Farmington,2 FOREST PARK DR(LAND+BLDS)=10,5223790.0,5914759.0,0.8831,Commercial,Unknown,Unknown,Unknown
2021-08-04,2020,Hebron,28 OLDE HALL RD,206400.0,350000.0,0.5897,Residential,Single Family,-72.42828,41.67469
2021-07-30,2020,East Lyme,13 ROXBURY RD,157990.0,334900.0,0.4717,Residential,Single Family,Unknown,Unknown
2020-11-05,2020,Branford,29 GENTILE PL,166200.0,255000.0,0.6517,Residential,Single Family,Unknown,Unknown
2021-05-20,2020,Canton,44 DRY BRIDGE ROAD,200100.0,408000.0,0.4904,Residential,Single Family,-72.87391,41.83714
2020-11-23,2020,Glastonbury,222 WILLIAMS ST E UNIT 303,64300.0,110000.0,0.5845,Residential,Condo,-72.59973,41.70414
2021-08-11,2020,Bristol,275 FERN HILL RD,141250.0,322000.0,0.438664596,Residential,Single Family,-72.93977,41.69649
2020-10-05,2020,Manchester,95 LEDGECREST TERRACE,175800.0,285000.0,0.6168,Residential,Single Family,Unknown,Unknown
2021-09-02,2020,Groton,163 MORSE AVE,125160.0,305000.0,0.410360656,Residential,Single Family,-72.07003,41.33831
2020-12-23,2020,Branford,376 JEFFERSON WOODS,100500.0,190000.0,0.5289,Residential,Condo,Unknown,Unknown
2021-03-02,2020,Bloomfield,17 COTTAGE GROVE CIRCLE,88130.0,117718.0,0.748653562,Residential,Single Family,Unknown,Unknown
2021-09-02,2020,Cromwell,26 PLEASANT ST,137900.0,247500.0,0.5571,Residential,Single Family,-72.6434,41.59395
2021-08-02,2020,Darien,11 WOODLAND DRIVE,733950.0,1400000.0,0.5242,Residential,Single Family,Unknown,Unknown
2021-02-14,2020,Greenwich,60 GLEN RIDGE ROAD,963690.0,1637500.0,0.5885,Residential,Single Family,Unknown,Unknown
2001-12-07,2001,Middletown,274 GEORGE ST,138890.0,280000.0,0.496035714,Unknown,Unknown,Unknown,Unknown
2020-10-29,2020,Granby,14 WINDMILL DR,100520.0,182000.0,0.5523,Residential,Condo,-72.78924,41.94912
2021-04-27,2020,Griswold,23 SOUTH MAIN ST UNIT 5,39550.0,969000.0,0.0408,Residential,Condo,-72.81847,41.454
2021-09-21,2020,Bristol,78 LARDNER RD,100590.0,152751.0,0.658522694,Residential,Single Family,-72.94655,41.6921
2021-08-19,2020,Easton,25 WESTWOOD DRIVE,265600.0,475000.0,0.5591,Residential,Single Family,Unknown,Unknown
2021-06-10,2020,Glastonbury,W/7A MATSON HILL RD & N/5D FOO,127400.0,75000.0,1.698666667,Vacant Land,Unknown,Unknown,Unknown
2021-02-11,2020,Derby,321 OLIVIA ST,168770.0,300000.0,0.5625,Residential,Two Family,Unknown,Unknown
2021-07-01,2020,Manchester,31 NOLAN CIRCLE UNIT 31,133400.0,205000.0,0.6507,Residential,Condo,Unknown,Unknown
2021-07-02,2020,Brookfield,1 ALEXANDER DR,180130.0,385000.0,0.4678,Residential,Single Family,Unknown,Unknown
2021-08-02,2020,East Haven,11 PARK PL,192070.0,372900.0,0.515,Residential,Two Family,Unknown,Unknown
2021-01-22,2020,Branford,17 MONTOYA,92900.0,200000.0,0.4645,Residential,Condo,-72.82698,41.28115
2020-11-02,2020,Bethlehem,351 MAIN ST S,125500.0,320000.0,0.3921,Residential,Two Family,Unknown,Unknown
2021-06-18,2020,Greenwich,44 PATTERSON AVENUE,3155460.0,6000000.0,0.5259,Residential,Single Family,Unknown,Unknown
2021-01-07,2020,Danbury,5 NABBY RD B73,36800.0,92000.0,0.4,Residential,Condo,Unknown,Unknown
2021-07-16,2020,Griswold,58 PRESTON RD,97020.0,120000.0,0.8085,Residential,Single Family,-71.97628,41.59304
2021-09-29,2020,Bethany,17 FATIMA DR,204260.0,436000.0,0.4684,Residential,Single Family,-73.03759,41.40814
2021-09-29,2020,Hebron,26 ST RONAN RD,146380.0,320000.0,0.4574,Residential,Single Family,Unknown,Unknown
2021-08-23,2020,Farmington,337 MAIN ST,194710.0,367900.0,0.5292,Residential,Single Family,Unknown,Unknown
2021-05-27,2020,Darien,7 PHEASANT RUN,803320.0,1437500.0,0.5588,Residential,Single Family,-73.45031,41.07308
2021-08-12,2020,East Haven,60 BURGESS ST,117890.0,202000.0,0.5836,Residential,Single Family,Unknown,Unknown
2020-12-08,2020,Killingly,12 ORLEANS AVE,119420.0,234000.0,0.5103,Residential,Single Family,Unknown,Unknown
2020-12-16,2020,Bloomfield,164 THISTLE POND DRIVE,160580.0,280000.0,0.5735,Residential,Condo,-72.75663,41.83463
2020-10-09,2020,Avon,2 ECHO LANE,273110.0,330000.0,0.8276,Residential,Condo,-72.88155,41.77348
2020-10-20,2020,Greenwich,1 SHADY LANE,1130640.0,1878000.0,0.602,Residential,Single Family,Unknown,Unknown
2020-10-23,2020,Ansonia,33-35 FOREST AVE,142500.0,265000.0,0.5377,Residential,Two Family,Unknown,Unknown
2021-05-14,2020,Beacon Falls,57 MAPLE AVENUE,128140.0,61020.0,2.0999,Residential,Single Family,Unknown,Unknown
2020-10-05,2020,Cheshire,344 CORNWALL AVE,200610.0,360000.0,0.5572,Residential,Single Family,Unknown,Unknown
2020-11-24,2020,Danbury,328 CENTER MEADOW LA,204300.0,360000.0,0.5675,Residential,Condo,-73.52744,41.38775
2021-07-21,2020,Greenwich,47 LAFAYETTE PLACE #3F,473830.0,684000.0,0.6927,Residential,Condo,-73.62785,41.03334
2021-04-12,2020,Greenwich,121 WEST LYON FARM DRIVE,586040.0,950000.0,0.6168,Residential,Condo,Unknown,Unknown
2020-11-04,2020,Branford,2G THIMBLE ISLE,45100.0,80000.0,0.5637,Residential,Condo,Unknown,Unknown
2021-06-17,2020,Canaan,151 UNDERMOUNTAIN RD,212000.0,1250000.0,0.1696,Residential,Single Family,Unknown,Unknown
2020-11-02,2020,Danbury,5 NABBY RD B143,38300.0,97000.0,0.3948,Residential,Condo,-73.42037,41.42651
2021-05-18,2020,Killingly,5048 HARTFORD EXT,288120.0,439900.0,0.6549,Residential,Single Family,Unknown,Unknown
2021-07-22,2020,Enfield,STILL MEADOW B01UA,82490.0,185000.0,0.4458,Residential,Condo,Unknown,Unknown
2021-03-17,2020,Cheshire,395 GUNNAR CT,402040.0,590000.0,0.6814,Residential,Single Family,Unknown,Unknown
2020-12-29,2020,Burlington,81 SOUTH MAIN STREET,256900.0,499900.0,0.5139,Residential,Single Family,-72.93373,41.72605
2020-12-30,2020,East Hartford,188 CHESTER ST,102200.0,202000.0,0.5059,Residential,Single Family,-72.59421,41.77353
2020-11-24,2020,East Haven,257 DODGE AVE,210140.0,320000.0,0.6566,Residential,Two Family,-72.88275,41.27154
2021-06-15,2020,Madison,30 CHESTNUT HILL RD,249600.0,500000.0,0.4992,Residential,Single Family,Unknown,Unknown
2020-11-13,2020,Chaplin,166 LYNCH RD,100700.0,166000.0,0.6066,Residential,Single Family,Unknown,Unknown
2020-11-04,2020,Farmington,426 MAIN ST,148200.0,265000.0,0.5592,Residential,Single Family,-72.84463,41.69821
2020-12-31,2020,Groton,21 DENISON CT,88900.0,205000.0,0.433658537,Residential,Two Family,-72.08301,41.35733
2021-08-02,2020,Griswold,38 PALMER AVE,87780.0,215000.0,0.4082,Residential,Two Family,-71.97769,41.57374
2021-02-08,2020,Glastonbury,148 HIGH WOOD DR,320800.0,445000.0,0.7208,Residential,Single Family,Unknown,Unknown
2021-07-29,2020,East Haven,56 PAUL ST,105840.0,235000.0,0.4503,Residential,Single Family,-72.86614,41.32118
2021-06-21,2020,Hebron,39 BARBERS WAY,188640.0,285000.0,0.6618,Residential,Condo,-72.35356,41.66246
2021-06-23,2020,Manchester,40 EAST MAPLE STREET,152800.0,325000.0,0.4701,Residential,Single Family,-72.50363,41.76988
2021-09-10,2020,Brookfield,11 BRISTOL PATH,132150.0,180000.0,0.734166667,Residential,Condo,-73.39124,41.46698
2021-05-13,2020,Cheshire,134 BIRCH DR,186020.0,355000.0,0.524,Residential,Single Family,Unknown,Unknown
2021-08-03,2020,Danbury,41 STETSON PL,162600.0,298000.0,0.5456,Residential,Condo,Unknown,Unknown
2021-04-14,2020,Bethel,20 CAWLEY AVENUE,165340.0,285000.0,0.5801,Residential,Single Family,Unknown,Unknown
2021-02-05,2020,Colchester,19 HIGHWOOD CIR,163500.0,260000.0,0.6288,Residential,Single Family,Unknown,Unknown
2021-09-20,2020,Farmington,9090 FLORENCE WAY,6650.0,3000.0,2.2166,Residential,Condo,Unknown,Unknown
2021-04-20,2020,Manchester,63 AMHERST DRIVE,180400.0,321000.0,0.561993769,Residential,Single Family,-72.47808,41.80971
